run_file,run_id,condition_id,topic_id,run_number,round_number,turn_in_round,agent_name,turn_id,civility,relevance,logical_consistency,argument_strength,document_grounding,responsiveness,stance_differentiation,composite
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,6,3,Bündnis 90/Die Grünen,f473e459-9972-4e07-a6ce-592cd93abb14,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,6,4,FDP,a72bb135-be39-4f87-82ca-a2f0492659b9,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,6,5,Die Linke,bf2c7c4f-09c0-41a3-af19-11f14ea19e1c,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,6,6,AfD,b7bead02-06cd-413e-80e3-93a2a3f8c1fd,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,7,1,CDU/CSU,6352728a-2a58-45e9-85a8-90e620e9c5fd,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,7,2,SPD,02bc94ee-7989-444c-9feb-82a09f88e201,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,7,3,Bündnis 90/Die Grünen,db07a5b5-c7cc-4909-a43d-488088d0f82f,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,7,4,FDP,b10a86cf-0df0-446c-bba6-251bccd087e1,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,7,5,Die Linke,e3eeff76-c444-454e-86ac-00e5611e1065,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,7,6,AfD,8d9866be-224c-4045-b264-3746a67fb0e0,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,8,1,CDU/CSU,13d59d7c-858a-4054-8b7a-619675505079,4,4,4,3,3,2,3,3.286
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,8,2,SPD,29495041-1203-4707-af4b-0e0939a7dadf,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,8,3,Bündnis 90/Die Grünen,95020dda-664a-4c7b-b204-706336e3e5c1,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,8,4,FDP,b73ab344-163b-4a66-a622-0bfc4e28a072,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,8,5,Die Linke,938aefba-4eaf-4264-bc1a-2327eef4dde1,4,4,3,3,4,2,4,3.429
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,8,6,AfD,a2e36d27-356a-4e64-9562-0904104b2d57,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,9,1,CDU/CSU,b647dbe4-aefc-4abf-ad7a-40cb1ecdfb4a,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,9,2,SPD,42fe6fd7-5076-457d-b064-f04182ce4a18,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,9,3,Bündnis 90/Die Grünen,e8e26775-0047-4b9f-8b54-e34da77bc16c,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,9,4,FDP,529a6fdb-dab2-4e38-8628-288a6e25e9c6,4,4,4,3,3,2,3,3.286
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,9,5,Die Linke,45eaacba-8131-494f-8663-1276a5ec6462,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,9,6,AfD,00b867e8-8b0b-4dec-9ad5-d41dc8ee2715,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,10,1,CDU/CSU,aafaddd7-587d-465c-8499-5d220ac965bc,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,10,2,SPD,4158384b-487a-4687-ab06-4f72a03b2408,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,10,3,Bündnis 90/Die Grünen,1ded6ca5-f67f-4d4d-b083-21b201302461,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,10,4,FDP,9ffd8db7-22f9-41dd-bc1c-f8e6604de1db,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,10,5,Die Linke,bb9d479f-5232-40d1-8053-60346b5242f8,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_03_20260706_153849.json,2adedf2f-e13c-43b9-8439-ef099103726c,baseline_4,rentenpolitik,3,10,6,AfD,8f75ed1a-10d7-4776-8561-8dd5c7dd90c4,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,1,1,CDU/CSU,2c4f9de6-7b4c-4b7e-a83b-a859fa269c6a,4,4,4,3,3,1,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,1,2,SPD,31125fad-aa53-419a-b71f-e0865fcb3c2a,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,1,3,Bündnis 90/Die Grünen,cc722dbe-8f7f-4dbd-8d4e-1f1fe7abe9e2,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,1,4,FDP,22aa10b0-e4b5-41e7-b7f1-ed124f493b14,4,4,4,4,3,3,5,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,1,5,Die Linke,2d924f30-6944-4b83-b4df-c6d606e32744,4,4,4,4,3,3,5,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,1,6,AfD,8231fbc5-1870-4a41-948c-6ce3bb6763e5,4,4,4,4,3,2,4,3.571
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,2,1,CDU/CSU,1ba94a8d-5070-4e6a-8b26-8f36e18fc077,4,4,4,3,4,3,4,3.714
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,2,2,SPD,f3b28ba6-3daa-40b1-994c-76f9116cde4c,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,2,3,Bündnis 90/Die Grünen,24f89184-442a-4457-9601-72e239c34d2f,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,2,4,FDP,54228b93-69f3-4502-8d40-62edaf7c2e44,4,4,4,4,4,3,5,4.0
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,2,5,Die Linke,4e3d361b-c13e-4b8f-adba-6589e230164a,4,4,4,4,4,3,5,4.0
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,2,6,AfD,63418f50-88a5-4c13-a6b1-e8177160eff0,4,4,4,4,4,3,5,4.0
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,3,1,CDU/CSU,1f26e6fa-d8b6-40ad-9eca-d868b2a1a58c,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,3,2,SPD,c0c2e36d-9db0-4763-9226-589335b91782,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,3,3,Bündnis 90/Die Grünen,f3cd76c1-78de-47c8-bfc2-e26ed4257082,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,3,4,FDP,7e502fbf-b224-4335-b2f5-000668504f8e,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,3,5,Die Linke,474fe922-fbd8-4529-b549-e5458abe3ab4,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,3,6,AfD,6a306231-ade6-4a8b-90b1-8304065f366e,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,4,1,CDU/CSU,62ee9b49-bac9-4737-a581-1bf2db0b8aca,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,4,2,SPD,413af727-7586-41aa-ad59-959efec5d067,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,4,3,Bündnis 90/Die Grünen,bbf1ffa5-72eb-4941-9984-9f481e65e649,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,4,4,FDP,20ab564a-b474-4f06-a214-386c0ab0200d,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,4,5,Die Linke,821bf1fc-7d67-4d2b-8132-637cb235e7db,4,4,3,3,4,3,4,3.571
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,4,6,AfD,d286ea34-b1ca-453a-bd34-b9eaee7513c3,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,5,1,CDU/CSU,ca8cd328-a795-45ec-864e-8afe29fc2cd0,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,5,2,SPD,032c11ad-da63-4bd7-87a4-eac515e1ad2d,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,5,3,Bündnis 90/Die Grünen,6b429c2b-5cc8-4d74-8581-8ec086300dbc,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,5,4,FDP,dc9bf998-7ac2-4ce5-a507-5ebb49b65afa,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,5,5,Die Linke,c9b98e01-a375-43fa-a026-0799586ec08c,4,4,3,3,4,2,4,3.429
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,5,6,AfD,940a346d-8556-4b85-9786-548024edbd44,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,6,1,CDU/CSU,60279e13-60e3-4f3c-8904-38c9cca2f7ea,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,6,2,SPD,88f1efa3-faea-44d5-9fca-3619bd4af0e3,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,6,3,Bündnis 90/Die Grünen,31fc5b66-0e7a-42b6-a625-33760f7ab560,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,6,4,FDP,1e4295d2-0eac-4284-8949-b89add61a6c6,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,6,5,Die Linke,23da384f-01ba-4592-b453-c7ad684a50ba,4,4,3,3,4,2,4,3.429
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,6,6,AfD,98edfbdc-203e-4e97-a680-4e409038f27f,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,7,1,CDU/CSU,dace1fe5-c5b8-400b-bbeb-dfd2d7d66bc2,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,7,2,SPD,98d55eba-2ae0-4f26-bac7-c46de48bae65,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,7,3,Bündnis 90/Die Grünen,b2a34a94-6161-4e24-834d-fb72176f6af7,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,7,4,FDP,47ad38bd-8f32-43bd-a1d6-bdc175448009,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,7,5,Die Linke,7b8cde1c-7a80-43d8-a877-564aa2ebc46e,4,4,3,3,4,2,4,3.429
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,7,6,AfD,e97678a8-c153-400c-ab5c-0e6760684c05,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,8,1,CDU/CSU,41629108-f3bf-478d-aca4-30f6112b24f2,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,8,2,SPD,f22c74b7-fadd-4e19-bd76-fb295bc3e471,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,8,3,Bündnis 90/Die Grünen,da469753-1f39-4a3b-ad38-c7b7f06584ed,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,8,4,FDP,687cc655-e9ff-4717-87f7-b82e61904d20,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,8,5,Die Linke,dc60c8a4-75fb-4e15-9d45-3710177c732c,4,4,3,3,4,2,4,3.429
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,8,6,AfD,28472500-be73-41bf-a01f-6cc6a196e145,4,4,4,4,4,2,3,3.571
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,9,1,CDU/CSU,346b5a18-b56e-413f-9776-d5049096baa2,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,9,2,SPD,3744d78b-f59b-413a-aaff-96812abe5cbd,4,4,4,4,4,2,4,3.714
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,9,3,Bündnis 90/Die Grünen,4f43406f-9993-442f-8367-65481b1d3a4d,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,9,4,FDP,74e6dc99-021c-49b1-834c-95cdb2ff148d,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,9,5,Die Linke,bffa9906-762f-4b72-a8c2-0c7a8c9fb785,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,9,6,AfD,34c4858b-e557-4449-b9e3-b8240330208d,4,4,4,4,3,2,4,3.571
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,10,1,CDU/CSU,73f346d3-167f-4fe5-baec-304239069700,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,10,2,SPD,bff71ec2-c637-4068-bc66-5261cbd6fbba,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,10,3,Bündnis 90/Die Grünen,9afefee6-6e66-45b6-87ed-6bd70a17303e,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,10,4,FDP,e09ad7e3-ed97-4ab8-9b4e-ed61d746cf62,4,4,4,3,3,2,3,3.286
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,10,5,Die Linke,ee0047b1-f938-417d-8631-bb9b0ce41a9f,4,4,3,3,4,2,4,3.429
runs\experiment\baseline_4\rentenpolitik\run_04_20260706_154403.json,806a1dbe-c806-4d7f-9373-be8d16cde547,baseline_4,rentenpolitik,4,10,6,AfD,4aaa509b-d7f8-4663-b5d6-b69c9bdfbe40,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,1,1,CDU/CSU,74bddb0e-b6ec-4854-8d2c-0983a1f5f630,4,4,4,4,3,1,4,3.429
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,1,2,SPD,5d4c2163-16b2-4523-938d-515bd76d3a64,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,1,3,Bündnis 90/Die Grünen,af6d9e59-74da-44ad-94c9-cc173a014a8f,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,1,4,FDP,3d1f1471-db7f-4a42-990e-94671b80e063,4,4,4,4,3,2,5,3.714
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,1,5,Die Linke,3cebbb79-fcd3-4065-9da8-ecc69e7fa92e,4,4,4,4,4,3,5,4.0
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,1,6,AfD,65af9805-8bbf-4adc-9f09-98aa0d030ef8,4,4,3,3,2,2,4,3.143
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,2,1,CDU/CSU,d1158f29-b7f4-499a-ad7d-fffa0ffaf8ff,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,2,2,SPD,763602eb-020c-42c3-97cc-4c0329cd6e65,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,2,3,Bündnis 90/Die Grünen,75081f0e-87f0-426f-9aab-7d5b29f2b40b,4,4,4,4,3,4,5,4.0
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,2,4,FDP,7232c2e7-fcf2-48d7-96c2-680af9e98bdb,4,4,4,4,3,3,5,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,2,5,Die Linke,fb467d12-fc7b-4d92-8e89-e8d4a411d958,4,4,4,4,4,3,5,4.0
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,2,6,AfD,2df2cac5-fb3a-4d36-a52f-07b3c0f77d19,4,4,4,4,3,3,5,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,3,1,CDU/CSU,e8b961d4-02ff-4385-99ab-c619321b1037,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,3,2,SPD,d9303a9a-f5bd-40f3-bd76-a57789d22e4a,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,3,3,Bündnis 90/Die Grünen,0cc568c5-fb7f-4789-bf6f-3117f4daaf22,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_4\rentenpolitik\run_05_20260706_154838.json,dd5b9b67-3bc8-4d6c-8b7d-bee0f7c9a951,baseline_4,rentenpolitik,5,3,4,FDP,049686b6-f570-4bd2-bd9a-be5d64fe6bc2,4,4,4,4,4,3,4,3.857
